,epoch,batch_size,learning_rate,dropout,classification_lambda,classification_layer_num,batch_normalization,weight_decay,reconstruction_error_rate,classification_accuracy
315,100,16,0.001,0.5,0.7,2,False,0.001,0.08175956436565944,91.42857142857143
316,100,16,0.001,0.5,0.7,2,False,0.0001,0.053384462318250114,80.0
317,100,16,0.001,0.5,0.7,2,False,1e-05,0.04521337736930166,85.71428571428571
318,100,16,0.001,0.5,0.7,3,True,0.001,0.06395296220268522,91.42857142857143
319,100,16,0.001,0.5,0.7,3,True,0.0001,0.04896746182015964,91.42857142857143
320,100,16,0.001,0.5,0.7,3,True,1e-05,0.06624915599822997,88.57142857142857
321,100,16,0.001,0.5,0.7,3,False,0.001,0.08402700935091291,82.85714285714286
322,100,16,0.001,0.5,0.7,3,False,0.0001,0.070012110045978,82.85714285714286
323,100,16,0.001,0.5,0.7,3,False,1e-05,0.04845056203859193,91.42857142857143
324,100,16,0.01,0.0,0.1,1,True,0.001,0.08926693946123124,71.42857142857143
325,100,16,0.01,0.0,0.1,1,True,0.0001,0.07176611359630312,85.71428571428571
326,100,16,0.01,0.0,0.1,1,True,1e-05,0.06866598406008312,94.28571428571429
327,100,16,0.01,0.0,0.1,1,False,0.001,0.11717852311474937,54.285714285714285
328,100,16,0.01,0.0,0.1,1,False,0.0001,0.05363506440605436,85.71428571428571
329,100,16,0.01,0.0,0.1,1,False,1e-05,0.12482430700744901,80.0
330,100,16,0.01,0.0,0.1,2,True,0.001,0.0748173211302076,68.57142857142857
331,100,16,0.01,0.0,0.1,2,True,0.0001,0.06129314846226147,88.57142857142857
332,100,16,0.01,0.0,0.1,2,True,1e-05,0.07147700999464307,65.71428571428571
333,100,16,0.01,0.0,0.1,2,False,0.001,0.1173990854195186,71.42857142857143
334,100,16,0.01,0.0,0.1,2,False,0.0001,0.05583336630037853,91.42857142857143
335,100,16,0.01,0.0,0.1,2,False,1e-05,0.1079774633049965,88.57142857142857
336,100,16,0.01,0.0,0.1,3,True,0.001,0.053604377380439217,91.42857142857143
337,100,16,0.01,0.0,0.1,3,True,0.0001,0.05534167970929827,77.14285714285714
338,100,16,0.01,0.0,0.1,3,True,1e-05,0.062351199558803014,88.57142857142857
339,100,16,0.01,0.0,0.1,3,False,0.001,0.12089601010084153,45.714285714285715
340,100,16,0.01,0.0,0.1,3,False,0.0001,0.06562284348266466,77.14285714285714
341,100,16,0.01,0.0,0.1,3,False,1e-05,0.050415753679616114,100.0
342,100,16,0.01,0.0,0.5,1,True,0.001,0.07061364693301064,91.42857142857143
343,100,16,0.01,0.0,0.5,1,True,0.0001,0.07744746995823724,80.0
344,100,16,0.01,0.0,0.5,1,True,1e-05,0.08912963100842067,97.14285714285714
345,100,16,0.01,0.0,0.5,1,False,0.001,0.11276971868106297,80.0
346,100,16,0.01,0.0,0.5,1,False,0.0001,0.1301307797431946,54.285714285714285
347,100,16,0.01,0.0,0.5,1,False,1e-05,0.12430081154618944,57.142857142857146
348,100,16,0.01,0.0,0.5,2,True,0.001,0.07526142341750008,94.28571428571429
349,100,16,0.01,0.0,0.5,2,True,0.0001,0.08828977942466736,71.42857142857143
350,100,16,0.01,0.0,0.5,2,True,1e-05,0.08105707466602326,85.71428571428571
351,100,16,0.01,0.0,0.5,2,False,0.001,0.12919801005295345,65.71428571428571
352,100,16,0.01,0.0,0.5,2,False,0.0001,0.13973193424088615,51.42857142857143
353,100,16,0.01,0.0,0.5,2,False,1e-05,0.12182144948414393,82.85714285714286
354,100,16,0.01,0.0,0.5,3,True,0.001,0.08827038024153028,94.28571428571429
355,100,16,0.01,0.0,0.5,3,True,0.0001,0.09074116902691977,82.85714285714286
356,100,16,0.01,0.0,0.5,3,True,1e-05,0.08651025401694434,97.14285714285714
357,100,16,0.01,0.0,0.5,3,False,0.001,0.12046808515276228,54.285714285714285
358,100,16,0.01,0.0,0.5,3,False,0.0001,0.13107231238058636,45.714285714285715
359,100,16,0.01,0.0,0.5,3,False,1e-05,0.12310189604759217,80.0
360,100,16,0.01,0.0,0.7,1,True,0.001,0.0753850587776729,88.57142857142857
361,100,16,0.01,0.0,0.7,1,True,0.0001,0.0850774015699114,91.42857142857143
362,100,16,0.01,0.0,0.7,1,True,1e-05,0.0821689139519419,91.42857142857143
363,100,16,0.01,0.0,0.7,1,False,0.001,0.10627899936267309,77.14285714285714
364,100,16,0.01,0.0,0.7,1,False,0.0001,0.10732842960527965,82.85714285714286
365,100,16,0.01,0.0,0.7,1,False,1e-05,0.13828751742839812,54.285714285714285
366,100,16,0.01,0.0,0.7,2,True,0.001,0.07714690353189196,88.57142857142857
367,100,16,0.01,0.0,0.7,2,True,0.0001,0.09949196044887815,82.85714285714286
368,100,16,0.01,0.0,0.7,2,True,1e-05,0.08730986714363098,77.14285714285714
369,100,16,0.01,0.0,0.7,2,False,0.001,0.10946181969983237,82.85714285714286
370,100,16,0.01,0.0,0.7,2,False,0.0001,0.11443479486874171,71.42857142857143
371,100,16,0.01,0.0,0.7,2,False,1e-05,0.11395393184253148,74.28571428571429
372,100,16,0.01,0.0,0.7,3,True,0.001,0.08105162786585944,88.57142857142857
373,100,16,0.01,0.0,0.7,3,True,0.0001,0.07545813832964215,85.71428571428571
374,100,16,0.01,0.0,0.7,3,True,1e-05,0.07469082134110587,88.57142857142857
375,100,16,0.01,0.0,0.7,3,False,0.001,0.11848491089684622,60.0
376,100,16,0.01,0.0,0.7,3,False,0.0001,0.0997619275535856,74.28571428571429
377,100,16,0.01,0.0,0.7,3,False,1e-05,0.09093821389334543,85.71428571428571
378,100,16,0.01,0.3,0.1,1,True,0.001,0.06294907246317183,88.57142857142857
379,100,16,0.01,0.3,0.1,1,True,0.0001,0.05739291672195707,77.14285714285714
380,100,16,0.01,0.3,0.1,1,True,1e-05,0.0680548400751182,85.71428571428571
381,100,16,0.01,0.3,0.1,1,False,0.001,0.1315154411963054,60.0
382,100,16,0.01,0.3,0.1,1,False,0.0001,0.11064932580505099,77.14285714285714
383,100,16,0.01,0.3,0.1,1,False,1e-05,0.05554129640970911,91.42857142857143
384,100,16,0.01,0.3,0.1,2,True,0.001,0.0638085282274655,88.57142857142857
385,100,16,0.01,0.3,0.1,2,True,0.0001,0.08245883179562433,80.0
386,100,16,0.01,0.3,0.1,2,True,1e-05,0.06811612620949745,74.28571428571429
387,100,16,0.01,0.3,0.1,2,False,0.001,0.11853188702038356,68.57142857142857
388,100,16,0.01,0.3,0.1,2,False,0.0001,0.07011454254388809,91.42857142857143
389,100,16,0.01,0.3,0.1,2,False,1e-05,0.0830985963344574,71.42857142857143
390,100,16,0.01,0.3,0.1,3,True,0.001,0.05397937233958926,85.71428571428571
391,100,16,0.01,0.3,0.1,3,True,0.0001,0.062200162027563365,82.85714285714286
392,100,16,0.01,0.3,0.1,3,True,1e-05,0.05841209090181759,94.28571428571429
393,100,16,0.01,0.3,0.1,3,False,0.001,0.1312370934656688,54.285714285714285
394,100,16,0.01,0.3,0.1,3,False,0.0001,0.09184586299317224,74.28571428571429
395,100,16,0.01,0.3,0.1,3,False,1e-05,0.07506860728774752,80.0
396,100,16,0.01,0.3,0.5,1,True,0.001,0.06928603223391942,91.42857142857143
397,100,16,0.01,0.3,0.5,1,True,0.0001,0.08020266081605638,80.0
398,100,16,0.01,0.3,0.5,1,True,1e-05,0.09860879821436745,85.71428571428571
399,100,16,0.01,0.3,0.5,1,False,0.001,0.11523461214133672,62.857142857142854
400,100,16,0.01,0.3,0.5,1,False,0.0001,0.07736480959824153,88.57142857142857
401,100,16,0.01,0.3,0.5,1,False,1e-05,0.06859686885561261,91.42857142857143
402,100,16,0.01,0.3,0.5,2,True,0.001,0.0897816138608115,77.14285714285714
403,100,16,0.01,0.3,0.5,2,True,0.0001,0.08071445844003132,97.14285714285714
404,100,16,0.01,0.3,0.5,2,True,1e-05,0.0884038576057979,85.71428571428571
405,100,16,0.01,0.3,0.5,2,False,0.001,0.1171036130615643,85.71428571428571
406,100,16,0.01,0.3,0.5,2,False,0.0001,0.1255608060530254,80.0
407,100,16,0.01,0.3,0.5,2,False,1e-05,0.12091282669986997,71.42857142857143
408,100,16,0.01,0.3,0.5,3,True,0.001,0.10553017130919866,85.71428571428571
409,100,16,0.01,0.3,0.5,3,True,0.0001,0.08405727914401463,91.42857142857143
410,100,16,0.01,0.3,0.5,3,True,1e-05,0.06629854440689087,88.57142857142857
411,100,16,0.01,0.3,0.5,3,False,0.001,0.11830283786569323,62.857142857142854
412,100,16,0.01,0.3,0.5,3,False,0.0001,0.11056647364582334,65.71428571428571
413,100,16,0.01,0.3,0.5,3,False,1e-05,0.13762142062187194,51.42857142857143
414,100,16,0.01,0.3,0.7,1,True,0.001,0.0950608213032995,77.14285714285714
415,100,16,0.01,0.3,0.7,1,True,0.0001,0.08611791687352317,91.42857142857143
416,100,16,0.01,0.3,0.7,1,True,1e-05,0.08349134240831647,94.28571428571429
417,100,16,0.01,0.3,0.7,1,False,0.001,0.1247622047151838,57.142857142857146
418,100,16,0.01,0.3,0.7,1,False,0.0001,0.1285800693290574,71.42857142857143
419,100,16,0.01,0.3,0.7,1,False,1e-05,0.11174578900848116,71.42857142857143
420,100,16,0.01,0.3,0.7,2,True,0.001,0.08486913336174828,91.42857142857143
421,100,16,0.01,0.3,0.7,2,True,0.0001,0.08898635591779436,85.71428571428571
422,100,16,0.01,0.3,0.7,2,True,1e-05,0.0901194202048438,91.42857142857143
423,100,16,0.01,0.3,0.7,2,False,0.001,0.12965699647154127,60.0
424,100,16,0.01,0.3,0.7,2,False,0.0001,0.13568284128393446,37.142857142857146
425,100,16,0.01,0.3,0.7,2,False,1e-05,0.12366923029933657,71.42857142857143
426,100,16,0.01,0.3,0.7,3,True,0.001,0.08791938764708383,82.85714285714286
427,100,16,0.01,0.3,0.7,3,True,0.0001,0.09467471880572183,82.85714285714286
428,100,16,0.01,0.3,0.7,3,True,1e-05,0.06974885037967136,94.28571428571429
429,100,16,0.01,0.3,0.7,3,False,0.001,0.12159321733883449,42.857142857142854
430,100,16,0.01,0.3,0.7,3,False,0.0001,0.1261475152203015,68.57142857142857
431,100,16,0.01,0.3,0.7,3,False,1e-05,0.12842676767281125,71.42857142857143
432,100,16,0.01,0.5,0.1,1,True,0.001,0.06820626556873322,82.85714285714286
433,100,16,0.01,0.5,0.1,1,True,0.0001,0.06463393164532526,80.0
434,100,16,0.01,0.5,0.1,1,True,1e-05,0.05631195136478969,80.0
435,100,16,0.01,0.5,0.1,1,False,0.001,0.1202025979757309,57.142857142857146
436,100,16,0.01,0.5,0.1,1,False,0.0001,0.07718276743377958,82.85714285714286
437,100,16,0.01,0.5,0.1,1,False,1e-05,0.13962111345359257,45.714285714285715
438,100,16,0.01,0.5,0.1,2,True,0.001,0.06374390274286271,77.14285714285714
439,100,16,0.01,0.5,0.1,2,True,0.0001,0.08485124196325029,88.57142857142857
440,100,16,0.01,0.5,0.1,2,True,1e-05,0.07276431215660913,80.0
441,100,16,0.01,0.5,0.1,2,False,0.001,0.12672630846500396,77.14285714285714
442,100,16,0.01,0.5,0.1,2,False,0.0001,0.08796986362763813,80.0
443,100,16,0.01,0.5,0.1,2,False,1e-05,0.08460215713296618,77.14285714285714
444,100,16,0.01,0.5,0.1,3,True,0.001,0.07893528576408114,77.14285714285714
445,100,16,0.01,0.5,0.1,3,True,0.0001,0.06778025169457708,80.0
446,100,16,0.01,0.5,0.1,3,True,1e-05,0.05456219507115228,88.57142857142857
447,100,16,0.01,0.5,0.1,3,False,0.001,0.11886015619550433,42.857142857142854
448,100,16,0.01,0.5,0.1,3,False,0.0001,0.05842179634741374,88.57142857142857
449,100,16,0.01,0.5,0.1,3,False,1e-05,0.13077743862356458,60.0
450,100,16,0.01,0.5,0.5,1,True,0.001,0.07954115271568299,91.42857142857143
451,100,16,0.01,0.5,0.5,1,True,0.0001,0.09439709931612014,80.0
452,100,16,0.01,0.5,0.5,1,True,1e-05,0.0813747444323131,91.42857142857143
453,100,16,0.01,0.5,0.5,1,False,0.001,0.1172636064035552,51.42857142857143
454,100,16,0.01,0.5,0.5,1,False,0.0001,0.11666760529790605,91.42857142857143
455,100,16,0.01,0.5,0.5,1,False,1e-05,0.12939987523215157,48.57142857142857
456,100,16,0.01,0.5,0.5,2,True,0.001,0.07804841079882213,82.85714285714286
457,100,16,0.01,0.5,0.5,2,True,0.0001,0.07655706810099738,85.71428571428571
458,100,16,0.01,0.5,0.5,2,True,1e-05,0.07853390915053231,82.85714285714286
459,100,16,0.01,0.5,0.5,2,False,0.001,0.12567388713359834,48.57142857142857
460,100,16,0.01,0.5,0.5,2,False,0.0001,0.14006421991756984,54.285714285714285
461,100,16,0.01,0.5,0.5,2,False,1e-05,0.09511592579739435,68.57142857142857
462,100,16,0.01,0.5,0.5,3,True,0.001,0.08320383365665163,88.57142857142857
463,100,16,0.01,0.5,0.5,3,True,0.0001,0.0839423737355641,82.85714285714286
464,100,16,0.01,0.5,0.5,3,True,1e-05,0.0754482267158372,88.57142857142857
465,100,16,0.01,0.5,0.5,3,False,0.001,0.11972577571868896,51.42857142857143
466,100,16,0.01,0.5,0.5,3,False,0.0001,0.13740354308060237,71.42857142857143
467,100,16,0.01,0.5,0.5,3,False,1e-05,0.11309061412300382,57.142857142857146
468,100,16,0.01,0.5,0.7,1,True,0.001,0.09361853812422072,74.28571428571429
469,100,16,0.01,0.5,0.7,1,True,0.0001,0.08511180622237069,91.42857142857143
470,100,16,0.01,0.5,0.7,1,True,1e-05,0.08678036395992551,88.57142857142857
471,100,16,0.01,0.5,0.7,1,False,0.001,0.11633366835968835,68.57142857142857
472,100,16,0.01,0.5,0.7,1,False,0.0001,0.13373617274420602,54.285714285714285
473,100,16,0.01,0.5,0.7,1,False,1e-05,0.07819958222763879,85.71428571428571
474,100,16,0.01,0.5,0.7,2,True,0.001,0.0760690586907523,91.42857142857143
475,100,16,0.01,0.5,0.7,2,True,0.0001,0.09006024790661675,94.28571428571429
476,100,16,0.01,0.5,0.7,2,True,1e-05,0.08456367083958218,85.71428571428571
477,100,16,0.01,0.5,0.7,2,False,0.001,0.11397844127246312,68.57142857142857
478,100,16,0.01,0.5,0.7,2,False,0.0001,0.12102397680282592,65.71428571428571
479,100,16,0.01,0.5,0.7,2,False,1e-05,0.12779121164764676,74.28571428571429
480,100,16,0.01,0.5,0.7,3,True,0.001,0.07269759412322725,82.85714285714286
481,100,16,0.01,0.5,0.7,3,True,0.0001,0.0962820964200156,82.85714285714286
482,100,16,0.01,0.5,0.7,3,True,1e-05,0.07841421578611646,74.28571428571429
483,100,16,0.01,0.5,0.7,3,False,0.001,0.12229468396731785,40.0
484,100,16,0.01,0.5,0.7,3,False,0.0001,0.13296559708459035,42.857142857142854
485,100,16,0.01,0.5,0.7,3,False,1e-05,0.13354891666344235,62.857142857142854
486,100,32,0.0001,0.0,0.1,1,True,0.001,0.07888225657599313,94.28571428571429
487,100,32,0.0001,0.0,0.1,1,True,0.0001,0.0824578657746315,88.57142857142857
488,100,32,0.0001,0.0,0.1,1,True,1e-05,0.08863257318735122,94.28571428571429
489,100,32,0.0001,0.0,0.1,1,False,0.001,0.12066257596015931,80.0
490,100,32,0.0001,0.0,0.1,1,False,0.0001,0.10331613251141139,77.14285714285714
491,100,32,0.0001,0.0,0.1,1,False,1e-05,0.10527933495385307,82.85714285714286
492,100,32,0.0001,0.0,0.1,2,True,0.001,0.10146096859659468,100.0
493,100,32,0.0001,0.0,0.1,2,True,0.0001,0.11103488419737134,85.71428571428571
494,100,32,0.0001,0.0,0.1,2,True,1e-05,0.0898389241525105,80.0
495,100,32,0.0001,0.0,0.1,2,False,0.001,0.10986357395138059,62.857142857142854
496,100,32,0.0001,0.0,0.1,2,False,0.0001,0.10422378373997553,77.14285714285714
497,100,32,0.0001,0.0,0.1,2,False,1e-05,0.10121560735361916,71.42857142857143
498,100,32,0.0001,0.0,0.1,3,True,0.001,0.08862250191824776,80.0
499,100,32,0.0001,0.0,0.1,3,True,0.0001,0.09438364676066807,82.85714285714286
500,100,32,0.0001,0.0,0.1,3,True,1e-05,0.08895158576113837,94.28571428571429
501,100,32,0.0001,0.0,0.1,3,False,0.001,0.11187559281076703,77.14285714285714
502,100,32,0.0001,0.0,0.1,3,False,0.0001,0.103191710795675,77.14285714285714
503,100,32,0.0001,0.0,0.1,3,False,1e-05,0.10518474323408944,68.57142857142857
504,100,32,0.0001,0.0,0.5,1,True,0.001,0.08467336020299367,88.57142857142857
505,100,32,0.0001,0.0,0.5,1,True,0.0001,0.08419676295348576,85.71428571428571
506,100,32,0.0001,0.0,0.5,1,True,1e-05,0.09078310770647867,91.42857142857143
507,100,32,0.0001,0.0,0.5,1,False,0.001,0.11246071883610316,80.0
508,100,32,0.0001,0.0,0.5,1,False,0.0001,0.10168265742915017,74.28571428571429
509,100,32,0.0001,0.0,0.5,1,False,1e-05,0.09524934462138585,91.42857142857143
510,100,32,0.0001,0.0,0.5,2,True,0.001,0.0981183009488242,82.85714285714286
511,100,32,0.0001,0.0,0.5,2,True,0.0001,0.09203857353755406,82.85714285714286
512,100,32,0.0001,0.0,0.5,2,True,1e-05,0.08832477033138275,91.42857142857143
513,100,32,0.0001,0.0,0.5,2,False,0.001,0.1041528908269746,80.0
514,100,32,0.0001,0.0,0.5,2,False,0.0001,0.1027382486632892,82.85714285714286
515,100,32,0.0001,0.0,0.5,2,False,1e-05,0.11123944691249303,77.14285714285714
516,100,32,0.0001,0.0,0.5,3,True,0.001,0.10056187340191432,82.85714285714286
517,100,32,0.0001,0.0,0.5,3,True,0.0001,0.11484198485101972,82.85714285714286
518,100,32,0.0001,0.0,0.5,3,True,1e-05,0.09911101290157863,85.71428571428571
519,100,32,0.0001,0.0,0.5,3,False,0.001,0.11098159849643707,91.42857142857143
520,100,32,0.0001,0.0,0.5,3,False,0.0001,0.10535741576126643,77.14285714285714
521,100,32,0.0001,0.0,0.5,3,False,1e-05,0.11663434718336378,71.42857142857143
522,100,32,0.0001,0.0,0.7,1,True,0.001,0.08865693083831243,85.71428571428571
523,100,32,0.0001,0.0,0.7,1,True,0.0001,0.10338570177555084,88.57142857142857
524,100,32,0.0001,0.0,0.7,1,True,1e-05,0.08743390164205006,91.42857142857143
525,100,32,0.0001,0.0,0.7,1,False,0.001,0.11701833733490535,65.71428571428571
526,100,32,0.0001,0.0,0.7,1,False,0.0001,0.10957572971071516,77.14285714285714
527,100,32,0.0001,0.0,0.7,1,False,1e-05,0.1162181658404214,77.14285714285714
528,100,32,0.0001,0.0,0.7,2,True,0.001,0.09592828282288142,94.28571428571429
529,100,32,0.0001,0.0,0.7,2,True,0.0001,0.08609113161052977,82.85714285714286
530,100,32,0.0001,0.0,0.7,2,True,1e-05,0.08246393033436367,94.28571428571429
531,100,32,0.0001,0.0,0.7,2,False,0.001,0.11360937420810972,77.14285714285714
532,100,32,0.0001,0.0,0.7,2,False,0.0001,0.10155232697725296,82.85714285714286
533,100,32,0.0001,0.0,0.7,2,False,1e-05,0.10311527273484639,60.0
534,100,32,0.0001,0.0,0.7,3,True,0.001,0.09320905464036124,88.57142857142857
535,100,32,0.0001,0.0,0.7,3,True,0.0001,0.09201347018991198,85.71428571428571
536,100,32,0.0001,0.0,0.7,3,True,1e-05,0.0956882696066584,88.57142857142857
537,100,32,0.0001,0.0,0.7,3,False,0.001,0.11370808886630195,77.14285714285714
538,100,32,0.0001,0.0,0.7,3,False,0.0001,0.11348611499582018,77.14285714285714
539,100,32,0.0001,0.0,0.7,3,False,1e-05,0.1132319803748812,65.71428571428571
540,100,32,0.0001,0.3,0.1,1,True,0.001,0.08733528937612262,91.42857142857143
541,100,32,0.0001,0.3,0.1,1,True,0.0001,0.09027261840445655,100.0
542,100,32,0.0001,0.3,0.1,1,True,1e-05,0.0957236470920699,88.57142857142857
543,100,32,0.0001,0.3,0.1,1,False,0.001,0.11973005320344653,77.14285714285714
544,100,32,0.0001,0.3,0.1,1,False,0.0001,0.10115705643381391,82.85714285714286
545,100,32,0.0001,0.3,0.1,1,False,1e-05,0.10726839836154665,91.42857142857143
546,100,32,0.0001,0.3,0.1,2,True,0.001,0.08357506224087306,94.28571428571429
547,100,32,0.0001,0.3,0.1,2,True,0.0001,0.08818810795034682,82.85714285714286
548,100,32,0.0001,0.3,0.1,2,True,1e-05,0.08646002944026675,91.42857142857143
549,100,32,0.0001,0.3,0.1,2,False,0.001,0.1199049745287214,77.14285714285714
550,100,32,0.0001,0.3,0.1,2,False,0.0001,0.10793060958385467,82.85714285714286
551,100,32,0.0001,0.3,0.1,2,False,1e-05,0.10646330160754068,85.71428571428571
552,100,32,0.0001,0.3,0.1,3,True,0.001,0.07346274384430476,85.71428571428571
553,100,32,0.0001,0.3,0.1,3,True,0.0001,0.10068769923278263,80.0
554,100,32,0.0001,0.3,0.1,3,True,1e-05,0.0788844930274146,94.28571428571429
555,100,32,0.0001,0.3,0.1,3,False,0.001,0.11740132719278336,40.0
556,100,32,0.0001,0.3,0.1,3,False,0.0001,0.10357999035290309,77.14285714285714
557,100,32,0.0001,0.3,0.1,3,False,1e-05,0.11621966383286884,62.857142857142854
558,100,32,0.0001,0.3,0.5,1,True,0.001,0.09234110649142946,91.42857142857143
559,100,32,0.0001,0.3,0.5,1,True,0.0001,0.09087960485901152,82.85714285714286
560,100,32,0.0001,0.3,0.5,1,True,1e-05,0.09872929453849792,88.57142857142857
561,100,32,0.0001,0.3,0.5,1,False,0.001,0.11116520464420318,82.85714285714286
562,100,32,0.0001,0.3,0.5,1,False,0.0001,0.108218657544681,74.28571428571429
563,100,32,0.0001,0.3,0.5,1,False,1e-05,0.10700639401163374,85.71428571428571
564,100,32,0.0001,0.3,0.5,2,True,0.001,0.10482672708375114,88.57142857142857
565,100,32,0.0001,0.3,0.5,2,True,0.0001,0.08291862947600229,94.28571428571429
566,100,32,0.0001,0.3,0.5,2,True,1e-05,0.09257270672491619,88.57142857142857
567,100,32,0.0001,0.3,0.5,2,False,0.001,0.1196863455431802,71.42857142857143
568,100,32,0.0001,0.3,0.5,2,False,0.0001,0.09465990683862141,65.71428571428571
569,100,32,0.0001,0.3,0.5,2,False,1e-05,0.10438124367168972,82.85714285714286
570,100,32,0.0001,0.3,0.5,3,True,0.001,0.10029754191637039,85.71428571428571
571,100,32,0.0001,0.3,0.5,3,True,0.0001,0.10206523388624192,80.0
572,100,32,0.0001,0.3,0.5,3,True,1e-05,0.10553529581853321,82.85714285714286
573,100,32,0.0001,0.3,0.5,3,False,0.001,0.11406171321868896,80.0
574,100,32,0.0001,0.3,0.5,3,False,0.0001,0.11765675672463008,57.142857142857146
575,100,32,0.0001,0.3,0.5,3,False,1e-05,0.11149086739335741,74.28571428571429
576,100,32,0.0001,0.3,0.7,1,True,0.001,0.0856376975774765,85.71428571428571
577,100,32,0.0001,0.3,0.7,1,True,0.0001,0.08941019879920142,88.57142857142857
578,100,32,0.0001,0.3,0.7,1,True,1e-05,0.10714483431407383,85.71428571428571
579,100,32,0.0001,0.3,0.7,1,False,0.001,0.11216326696532113,80.0
580,100,32,0.0001,0.3,0.7,1,False,0.0001,0.10737259260245732,57.142857142857146
581,100,32,0.0001,0.3,0.7,1,False,1e-05,0.11750187831265586,68.57142857142857
582,100,32,0.0001,0.3,0.7,2,True,0.001,0.08869739174842835,77.14285714285714
583,100,32,0.0001,0.3,0.7,2,True,0.0001,0.09151434238467898,82.85714285714286
584,100,32,0.0001,0.3,0.7,2,True,1e-05,0.09460036648171288,91.42857142857143
585,100,32,0.0001,0.3,0.7,2,False,0.001,0.1034833767584392,80.0
586,100,32,0.0001,0.3,0.7,2,False,0.0001,0.11423409730195999,71.42857142857143
587,100,32,0.0001,0.3,0.7,2,False,1e-05,0.09775225115673883,77.14285714285714
588,100,32,0.0001,0.3,0.7,3,True,0.001,0.09878928022725242,91.42857142857143
589,100,32,0.0001,0.3,0.7,3,True,0.0001,0.10109228108610425,91.42857142857143
590,100,32,0.0001,0.3,0.7,3,True,1e-05,0.08261478564568929,80.0
591,100,32,0.0001,0.3,0.7,3,False,0.001,0.10970081112214497,80.0
592,100,32,0.0001,0.3,0.7,3,False,0.0001,0.11451812258788517,74.28571428571429
593,100,32,0.0001,0.3,0.7,3,False,1e-05,0.11408030050141471,65.71428571428571
594,100,32,0.0001,0.5,0.1,1,True,0.001,0.08342969013111932,82.85714285714286
595,100,32,0.0001,0.5,0.1,1,True,0.0001,0.08696042022534779,82.85714285714286
596,100,32,0.0001,0.5,0.1,1,True,1e-05,0.09921865548406328,91.42857142857143
597,100,32,0.0001,0.5,0.1,1,False,0.001,0.11971783978598459,80.0
598,100,32,0.0001,0.5,0.1,1,False,0.0001,0.1027613605771746,88.57142857142857
599,100,32,0.0001,0.5,0.1,1,False,1e-05,0.09786927891629082,82.85714285714286
600,100,32,0.0001,0.5,0.1,2,True,0.001,0.10215938261577061,80.0
601,100,32,0.0001,0.5,0.1,2,True,0.0001,0.07933329279933657,82.85714285714286
602,100,32,0.0001,0.5,0.1,2,True,1e-05,0.08744921173368181,85.71428571428571
603,100,32,0.0001,0.5,0.1,2,False,0.001,0.1211073990379061,71.42857142857143
604,100,32,0.0001,0.5,0.1,2,False,0.0001,0.11104253743376051,71.42857142857143
605,100,32,0.0001,0.5,0.1,2,False,1e-05,0.10806456527539662,80.0
606,100,32,0.0001,0.5,0.1,3,True,0.001,0.07456390857696533,80.0
607,100,32,0.0001,0.5,0.1,3,True,0.0001,0.09641919881105424,82.85714285714286
608,100,32,0.0001,0.5,0.1,3,True,1e-05,0.09246072471141815,65.71428571428571
609,100,32,0.0001,0.5,0.1,3,False,0.001,0.11779341591256005,71.42857142857143
610,100,32,0.0001,0.5,0.1,3,False,0.0001,0.1151230548109327,77.14285714285714
611,100,32,0.0001,0.5,0.1,3,False,1e-05,0.10794174926621573,74.28571428571429
612,100,32,0.0001,0.5,0.5,1,True,0.001,0.08039061980588096,88.57142857142857
613,100,32,0.0001,0.5,0.5,1,True,0.0001,0.09488497312579836,71.42857142857143
614,100,32,0.0001,0.5,0.5,1,True,1e-05,0.09365585552794593,80.0
615,100,32,0.0001,0.5,0.5,1,False,0.001,0.11810223864657539,77.14285714285714
616,100,32,0.0001,0.5,0.5,1,False,0.0001,0.10669199036700384,88.57142857142857
617,100,32,0.0001,0.5,0.5,1,False,1e-05,0.09778934866189956,82.85714285714286
618,100,32,0.0001,0.5,0.5,2,True,0.001,0.08584315649100713,91.42857142857143
619,100,32,0.0001,0.5,0.5,2,True,0.0001,0.09012412450143269,94.28571428571429
620,100,32,0.0001,0.5,0.5,2,True,1e-05,0.12477696303810393,85.71428571428571
621,100,32,0.0001,0.5,0.5,2,False,0.001,0.11560004566396986,65.71428571428571
622,100,32,0.0001,0.5,0.5,2,False,0.0001,0.11537387243338994,71.42857142857143
623,100,32,0.0001,0.5,0.5,2,False,1e-05,0.10888389285121645,77.14285714285714
624,100,32,0.0001,0.5,0.5,3,True,0.001,0.099396037203925,82.85714285714286
625,100,32,0.0001,0.5,0.5,3,True,0.0001,0.10044425470488412,77.14285714285714
626,100,32,0.0001,0.5,0.5,3,True,1e-05,0.10198585667780467,88.57142857142857
627,100,32,0.0001,0.5,0.5,3,False,0.001,0.10951951742172242,60.0
628,100,32,0.0001,0.5,0.5,3,False,0.0001,0.1091920011809894,74.28571428571429
629,100,32,0.0001,0.5,0.5,3,False,1e-05,0.11143896813903537,74.28571428571429
630,100,32,0.0001,0.5,0.7,1,True,0.001,0.08929808097226279,91.42857142857143
631,100,32,0.0001,0.5,0.7,1,True,0.0001,0.09768659515040261,91.42857142857143
632,100,32,0.0001,0.5,0.7,1,True,1e-05,0.0926079158272062,85.71428571428571
633,100,32,0.0001,0.5,0.7,1,False,0.001,0.11134215997798103,71.42857142857143
