,epoch,batch_size,learning_rate,dropout,classification_lambda,classification_layer_num,batch_normalization,weight_decay,reconstruction_error_rate,classification_accuracy
57,100,16,0.0001,0.3,0.1,1,False,0.001,0.0996510916522571,71.42857142857143
58,100,16,0.0001,0.3,0.1,1,False,0.0001,0.08637843813214983,85.71428571428571
59,100,16,0.0001,0.3,0.1,1,False,1e-05,0.080844646692276,82.85714285714286
60,100,16,0.0001,0.3,0.1,2,True,0.001,0.06399301141500473,88.57142857142857
61,100,16,0.0001,0.3,0.1,2,True,0.0001,0.0675618691103799,82.85714285714286
62,100,16,0.0001,0.3,0.1,2,True,1e-05,0.07729995719024113,82.85714285714286
63,100,16,0.0001,0.3,0.1,2,False,0.001,0.11576717304331915,82.85714285714286
64,100,16,0.0001,0.3,0.1,2,False,0.0001,0.0961104018347604,80.0
65,100,16,0.0001,0.3,0.1,2,False,1e-05,0.09391445836850575,82.85714285714286
66,100,16,0.0001,0.3,0.1,3,True,0.001,0.07867970828499113,91.42857142857143
67,100,16,0.0001,0.3,0.1,3,True,0.0001,0.07602662444114686,94.28571428571429
68,100,16,0.0001,0.3,0.1,3,True,1e-05,0.0617092245391437,85.71428571428571
69,100,16,0.0001,0.3,0.1,3,False,0.001,0.10951101013592311,80.0
70,100,16,0.0001,0.3,0.1,3,False,0.0001,0.10571658057825906,77.14285714285714
71,100,16,0.0001,0.3,0.1,3,False,1e-05,0.09096837277923311,88.57142857142857
72,100,16,0.0001,0.3,0.5,1,True,0.001,0.07654736489057541,94.28571428571429
73,100,16,0.0001,0.3,0.5,1,True,0.0001,0.08280579660620008,94.28571428571429
74,100,16,0.0001,0.3,0.5,1,True,1e-05,0.07066333889961243,80.0
75,100,16,0.0001,0.3,0.5,1,False,0.001,0.11590530212436403,80.0
76,100,16,0.0001,0.3,0.5,1,False,0.0001,0.07921457077775683,94.28571428571429
77,100,16,0.0001,0.3,0.5,1,False,1e-05,0.07958196571895054,88.57142857142857
78,100,16,0.0001,0.3,0.5,2,True,0.001,0.06190874321120126,88.57142857142857
79,100,16,0.0001,0.3,0.5,2,True,0.0001,0.06583001294306347,91.42857142857143
80,100,16,0.0001,0.3,0.5,2,True,1e-05,0.07846179838691439,80.0
81,100,16,0.0001,0.3,0.5,2,False,0.001,0.10643436823572432,80.0
82,100,16,0.0001,0.3,0.5,2,False,0.0001,0.09677917488983699,80.0
83,100,16,0.0001,0.3,0.5,2,False,1e-05,0.07949969640799931,77.14285714285714
84,100,16,0.0001,0.3,0.5,3,True,0.001,0.07760876225573676,88.57142857142857
85,100,16,0.0001,0.3,0.5,3,True,0.0001,0.06727014183998108,85.71428571428571
86,100,16,0.0001,0.3,0.5,3,True,1e-05,0.07064547921930041,91.42857142857143
87,100,16,0.0001,0.3,0.5,3,False,0.001,0.11142471347536359,68.57142857142857
88,100,16,0.0001,0.3,0.5,3,False,0.0001,0.11538377702236176,80.0
89,100,16,0.0001,0.3,0.5,3,False,1e-05,0.11880041701453073,65.71428571428571
90,100,16,0.0001,0.3,0.7,1,True,0.001,0.09491446103368487,88.57142857142857
91,100,16,0.0001,0.3,0.7,1,True,0.0001,0.07985806890896388,97.14285714285714
92,100,16,0.0001,0.3,0.7,1,True,1e-05,0.07688000329903194,82.85714285714286
93,100,16,0.0001,0.3,0.7,1,False,0.001,0.10455002614430019,94.28571428571429
94,100,16,0.0001,0.3,0.7,1,False,0.0001,0.10168466482843672,85.71428571428571
95,100,16,0.0001,0.3,0.7,1,False,1e-05,0.1027409655707223,77.14285714285714
96,100,16,0.0001,0.3,0.7,2,True,0.001,0.08226680691753115,85.71428571428571
97,100,16,0.0001,0.3,0.7,2,True,0.0001,0.08688957159008298,91.42857142857143
98,100,16,0.0001,0.3,0.7,2,True,1e-05,0.11673962984766278,85.71428571428571
99,100,16,0.0001,0.3,0.7,2,False,0.001,0.10343513063022068,74.28571428571429
100,100,16,0.0001,0.3,0.7,2,False,0.0001,0.10907869679587227,85.71428571428571
101,100,16,0.0001,0.3,0.7,2,False,1e-05,0.09006212119545255,82.85714285714286
102,100,16,0.0001,0.3,0.7,3,True,0.001,0.07659300097397395,85.71428571428571
103,100,16,0.0001,0.3,0.7,3,True,0.0001,0.08062480624232973,88.57142857142857
104,100,16,0.0001,0.3,0.7,3,True,1e-05,0.07452255721603121,88.57142857142857
105,100,16,0.0001,0.3,0.7,3,False,0.001,0.11394489130803517,82.85714285714286
106,100,16,0.0001,0.3,0.7,3,False,0.0001,0.087458059830325,91.42857142857143
107,100,16,0.0001,0.3,0.7,3,False,1e-05,0.11786703616380692,80.0
108,100,16,0.0001,0.5,0.1,1,True,0.001,0.08686732671090534,94.28571428571429
109,100,16,0.0001,0.5,0.1,1,True,0.0001,0.06878793186375073,94.28571428571429
110,100,16,0.0001,0.5,0.1,1,True,1e-05,0.06186206809112004,94.28571428571429
111,100,16,0.0001,0.5,0.1,1,False,0.001,0.11378488008465086,77.14285714285714
112,100,16,0.0001,0.5,0.1,1,False,0.0001,0.08020995770181928,88.57142857142857
113,100,16,0.0001,0.5,0.1,1,False,1e-05,0.0850528027330126,80.0
114,100,16,0.0001,0.5,0.1,2,True,0.001,0.06781699657440185,85.71428571428571
115,100,16,0.0001,0.5,0.1,2,True,0.0001,0.07531841056687491,91.42857142857143
116,100,16,0.0001,0.5,0.1,2,True,1e-05,0.08723432123661042,77.14285714285714
117,100,16,0.0001,0.5,0.1,2,False,0.001,0.10182851297514779,85.71428571428571
118,100,16,0.0001,0.5,0.1,2,False,0.0001,0.07736954369715282,88.57142857142857
119,100,16,0.0001,0.5,0.1,2,False,1e-05,0.08109282425471714,88.57142857142857
120,100,16,0.0001,0.5,0.1,3,True,0.001,0.09009456208774022,82.85714285714286
121,100,16,0.0001,0.5,0.1,3,True,0.0001,0.060418583026954104,94.28571428571429
122,100,16,0.0001,0.5,0.1,3,True,1e-05,0.07318938853485243,71.42857142857143
123,100,16,0.0001,0.5,0.1,3,False,0.001,0.11296163031033107,65.71428571428571
124,100,16,0.0001,0.5,0.1,3,False,0.0001,0.10489014344555991,74.28571428571429
125,100,16,0.0001,0.5,0.1,3,False,1e-05,0.10089497587510518,65.71428571428571
126,100,16,0.0001,0.5,0.5,1,True,0.001,0.07818856303180967,97.14285714285714
127,100,16,0.0001,0.5,0.5,1,True,0.0001,0.08207514647926603,97.14285714285714
128,100,16,0.0001,0.5,0.5,1,True,1e-05,0.07505968234368733,94.28571428571429
129,100,16,0.0001,0.5,0.5,1,False,0.001,0.10651379206350871,74.28571428571429
130,100,16,0.0001,0.5,0.5,1,False,0.0001,0.10681211011750358,80.0
131,100,16,0.0001,0.5,0.5,1,False,1e-05,0.09032887709992272,88.57142857142857
132,100,16,0.0001,0.5,0.5,2,True,0.001,0.07656016094344002,85.71428571428571
133,100,16,0.0001,0.5,0.5,2,True,0.0001,0.08132664561271667,97.14285714285714
134,100,16,0.0001,0.5,0.5,2,True,1e-05,0.06385256009442465,80.0
135,100,16,0.0001,0.5,0.5,2,False,0.001,0.10724684851510184,71.42857142857143
136,100,16,0.0001,0.5,0.5,2,False,0.0001,0.07696669037852968,85.71428571428571
137,100,16,0.0001,0.5,0.5,2,False,1e-05,0.10647238727126802,82.85714285714286
138,100,16,0.0001,0.5,0.5,3,True,0.001,0.08169362268277577,85.71428571428571
139,100,16,0.0001,0.5,0.5,3,True,0.0001,0.07254678245101656,80.0
140,100,16,0.0001,0.5,0.5,3,True,1e-05,0.07487616560288839,88.57142857142857
141,100,16,0.0001,0.5,0.5,3,False,0.001,0.11194055186850684,77.14285714285714
142,100,16,0.0001,0.5,0.5,3,False,0.0001,0.10440961016075952,65.71428571428571
143,100,16,0.0001,0.5,0.5,3,False,1e-05,0.1151796687926565,65.71428571428571
144,100,16,0.0001,0.5,0.7,1,True,0.001,0.06604375072887965,88.57142857142857
145,100,16,0.0001,0.5,0.7,1,True,0.0001,0.08644190004893712,85.71428571428571
146,100,16,0.0001,0.5,0.7,1,True,1e-05,0.08811657428741455,94.28571428571429
147,100,16,0.0001,0.5,0.7,1,False,0.001,0.10155958086252212,85.71428571428571
148,100,16,0.0001,0.5,0.7,1,False,0.0001,0.08999813092606408,91.42857142857143
149,100,16,0.0001,0.5,0.7,1,False,1e-05,0.10239273224558149,62.857142857142854
150,100,16,0.0001,0.5,0.7,2,True,0.001,0.08278735812221255,88.57142857142857
151,100,16,0.0001,0.5,0.7,2,True,0.0001,0.0932501631123679,80.0
152,100,16,0.0001,0.5,0.7,2,True,1e-05,0.08212906313794,97.14285714285714
153,100,16,0.0001,0.5,0.7,2,False,0.001,0.10688501681600299,80.0
154,100,16,0.0001,0.5,0.7,2,False,0.0001,0.10329331585339137,82.85714285714286
155,100,16,0.0001,0.5,0.7,2,False,1e-05,0.09464119630200522,82.85714285714286
156,100,16,0.0001,0.5,0.7,3,True,0.001,0.07046271051679338,97.14285714285714
157,100,16,0.0001,0.5,0.7,3,True,0.0001,0.07562080259834017,94.28571428571429
158,100,16,0.0001,0.5,0.7,3,True,1e-05,0.07578461489507131,77.14285714285714
159,100,16,0.0001,0.5,0.7,3,False,0.001,0.10657699704170227,77.14285714285714
160,100,16,0.0001,0.5,0.7,3,False,0.0001,0.11272627030100141,74.28571428571429
161,100,16,0.0001,0.5,0.7,3,False,1e-05,0.11251239244427,80.0
162,100,16,0.001,0.0,0.1,1,True,0.001,0.0484668347452368,97.14285714285714
163,100,16,0.001,0.0,0.1,1,True,0.0001,0.047131660899945665,88.57142857142857
164,100,16,0.001,0.0,0.1,1,True,1e-05,0.047496560215950015,94.28571428571429
165,100,16,0.001,0.0,0.1,1,False,0.001,0.05977683003459658,85.71428571428571
166,100,16,0.001,0.0,0.1,1,False,0.0001,0.034218405400003704,88.57142857142857
167,100,16,0.001,0.0,0.1,1,False,1e-05,0.03292634295565741,82.85714285714286
168,100,16,0.001,0.0,0.1,2,True,0.001,0.044236858508416584,74.28571428571429
169,100,16,0.001,0.0,0.1,2,True,0.0001,0.04359382433550699,88.57142857142857
170,100,16,0.001,0.0,0.1,2,True,1e-05,0.0591296340738024,97.14285714285714
171,100,16,0.001,0.0,0.1,2,False,0.001,0.05012418319072042,88.57142857142857
172,100,16,0.001,0.0,0.1,2,False,0.0001,0.04085379179034914,97.14285714285714
173,100,16,0.001,0.0,0.1,2,False,1e-05,0.03208539140011583,74.28571428571429
174,100,16,0.001,0.0,0.1,3,True,0.001,0.04913971189941679,91.42857142857143
175,100,16,0.001,0.0,0.1,3,True,0.0001,0.06137338365827288,91.42857142857143
176,100,16,0.001,0.0,0.1,3,True,1e-05,0.04697175079158374,80.0
177,100,16,0.001,0.0,0.1,3,False,0.001,0.10677644291094371,85.71428571428571
178,100,16,0.001,0.0,0.1,3,False,0.0001,0.03804144508072308,85.71428571428571
179,100,16,0.001,0.0,0.1,3,False,1e-05,0.036709399468132425,94.28571428571429
180,100,16,0.001,0.0,0.5,1,True,0.001,0.0567811267716544,88.57142857142857
181,100,16,0.001,0.0,0.5,1,True,0.0001,0.05691486150026322,85.71428571428571
182,100,16,0.001,0.0,0.5,1,True,1e-05,0.08330409101077489,85.71428571428571
183,100,16,0.001,0.0,0.5,1,False,0.001,0.05758843177131244,88.57142857142857
184,100,16,0.001,0.0,0.5,1,False,0.0001,0.04631643124989101,85.71428571428571
185,100,16,0.001,0.0,0.5,1,False,1e-05,0.06388114520481654,77.14285714285714
186,100,16,0.001,0.0,0.5,2,True,0.001,0.059344740211963655,94.28571428571429
187,100,16,0.001,0.0,0.5,2,True,0.0001,0.06793322094849177,91.42857142857143
188,100,16,0.001,0.0,0.5,2,True,1e-05,0.057602719111101965,82.85714285714286
189,100,16,0.001,0.0,0.5,2,False,0.001,0.06985810399055481,77.14285714285714
190,100,16,0.001,0.0,0.5,2,False,0.0001,0.04773976249354226,85.71428571428571
191,100,16,0.001,0.0,0.5,2,False,1e-05,0.05195034572056362,88.57142857142857
192,100,16,0.001,0.0,0.5,3,True,0.001,0.0633772394486836,85.71428571428571
193,100,16,0.001,0.0,0.5,3,True,0.0001,0.05808983849627631,94.28571428571429
194,100,16,0.001,0.0,0.5,3,True,1e-05,0.06320362708398274,94.28571428571429
195,100,16,0.001,0.0,0.5,3,False,0.001,0.06343024883951459,97.14285714285714
196,100,16,0.001,0.0,0.5,3,False,0.0001,0.05607041407908712,91.42857142857143
197,100,16,0.001,0.0,0.5,3,False,1e-05,0.04716327690652439,88.57142857142857
198,100,16,0.001,0.0,0.7,1,True,0.001,0.0596545221550124,94.28571428571429
199,100,16,0.001,0.0,0.7,1,True,0.0001,0.0641249914254461,91.42857142857143
200,100,16,0.001,0.0,0.7,1,True,1e-05,0.07827568628958294,88.57142857142857
201,100,16,0.001,0.0,0.7,1,False,0.001,0.11505473767008101,82.85714285714286
202,100,16,0.001,0.0,0.7,1,False,0.0001,0.04140658708555358,94.28571428571429
203,100,16,0.001,0.0,0.7,1,False,1e-05,0.05152538674218314,88.57142857142857
204,100,16,0.001,0.0,0.7,2,True,0.001,0.05159822872706822,97.14285714285714
205,100,16,0.001,0.0,0.7,2,True,0.0001,0.0692365757056645,94.28571428571429
206,100,16,0.001,0.0,0.7,2,True,1e-05,0.05926531361682075,88.57142857142857
207,100,16,0.001,0.0,0.7,2,False,0.001,0.0626853740641049,74.28571428571429
208,100,16,0.001,0.0,0.7,2,False,0.0001,0.053983684416328157,94.28571428571429
209,100,16,0.001,0.0,0.7,2,False,1e-05,0.05678212089197976,77.14285714285714
210,100,16,0.001,0.0,0.7,3,True,0.001,0.07279264565025056,88.57142857142857
211,100,16,0.001,0.0,0.7,3,True,0.0001,0.08043655902147293,97.14285714285714
212,100,16,0.001,0.0,0.7,3,True,1e-05,0.07859769293240139,85.71428571428571
213,100,16,0.001,0.0,0.7,3,False,0.001,0.10838526976960046,74.28571428571429
214,100,16,0.001,0.0,0.7,3,False,0.0001,0.05792618979300771,85.71428571428571
215,100,16,0.001,0.0,0.7,3,False,1e-05,0.05852785451071603,91.42857142857143
216,100,16,0.001,0.3,0.1,1,True,0.001,0.05199775993824005,94.28571428571429
217,100,16,0.001,0.3,0.1,1,True,0.0001,0.0554976761341095,85.71428571428571
218,100,16,0.001,0.3,0.1,1,True,1e-05,0.04137581991297858,91.42857142857143
219,100,16,0.001,0.3,0.1,1,False,0.001,0.049083884699004036,91.42857142857143
220,100,16,0.001,0.3,0.1,1,False,0.0001,0.03258421133671488,85.71428571428571
221,100,16,0.001,0.3,0.1,1,False,1e-05,0.03709305684481348,88.57142857142857
222,100,16,0.001,0.3,0.1,2,True,0.001,0.048478196774210246,82.85714285714286
223,100,16,0.001,0.3,0.1,2,True,0.0001,0.05278147054570062,91.42857142857143
224,100,16,0.001,0.3,0.1,2,True,1e-05,0.06391923810754503,94.28571428571429
225,100,16,0.001,0.3,0.1,2,False,0.001,0.06574769190379552,85.71428571428571
226,100,16,0.001,0.3,0.1,2,False,0.0001,0.041705774728740964,91.42857142857143
227,100,16,0.001,0.3,0.1,2,False,1e-05,0.036987611332109996,82.85714285714286
228,100,16,0.001,0.3,0.1,3,True,0.001,0.04415748385446412,94.28571428571429
229,100,16,0.001,0.3,0.1,3,True,0.0001,0.05702953168324062,85.71428571428571
230,100,16,0.001,0.3,0.1,3,True,1e-05,0.06828464418649674,91.42857142857143
231,100,16,0.001,0.3,0.1,3,False,0.001,0.06177098591412817,80.0
232,100,16,0.001,0.3,0.1,3,False,0.0001,0.03697429363216673,88.57142857142857
233,100,16,0.001,0.3,0.1,3,False,1e-05,0.031696975284389084,97.14285714285714
234,100,16,0.001,0.3,0.5,1,True,0.001,0.06392428896256856,91.42857142857143
235,100,16,0.001,0.3,0.5,1,True,0.0001,0.06244126153843743,80.0
236,100,16,0.001,0.3,0.5,1,True,1e-05,0.06290824732610158,91.42857142857143
237,100,16,0.001,0.3,0.5,1,False,0.001,0.051025956230504176,97.14285714285714
238,100,16,0.001,0.3,0.5,1,False,0.0001,0.039905440807342527,88.57142857142857
239,100,16,0.001,0.3,0.5,1,False,1e-05,0.0598913879266807,94.28571428571429
240,100,16,0.001,0.3,0.5,2,True,0.001,0.0693849231515612,91.42857142857143
241,100,16,0.001,0.3,0.5,2,True,0.0001,0.06177624698196139,91.42857142857143
242,100,16,0.001,0.3,0.5,2,True,1e-05,0.05963781476020813,94.28571428571429
243,100,16,0.001,0.3,0.5,2,False,0.001,0.11059625957693373,88.57142857142857
244,100,16,0.001,0.3,0.5,2,False,0.0001,0.046875770070723126,88.57142857142857
245,100,16,0.001,0.3,0.5,2,False,1e-05,0.05800245617117201,91.42857142857143
246,100,16,0.001,0.3,0.5,3,True,0.001,0.0640206251825605,82.85714285714286
247,100,16,0.001,0.3,0.5,3,True,0.0001,0.06424897525991713,82.85714285714286
248,100,16,0.001,0.3,0.5,3,True,1e-05,0.06709535377366202,82.85714285714286
249,100,16,0.001,0.3,0.5,3,False,0.001,0.06735295887504306,88.57142857142857
250,100,16,0.001,0.3,0.5,3,False,0.0001,0.06175384457622256,91.42857142857143
251,100,16,0.001,0.3,0.5,3,False,1e-05,0.06670680727277484,85.71428571428571
252,100,16,0.001,0.3,0.7,1,True,0.001,0.06272972247430257,88.57142857142857
253,100,16,0.001,0.3,0.7,1,True,0.0001,0.06923331320285797,94.28571428571429
254,100,16,0.001,0.3,0.7,1,True,1e-05,0.058833005598613194,100.0
255,100,16,0.001,0.3,0.7,1,False,0.001,0.05734675707561629,88.57142857142857
256,100,16,0.001,0.3,0.7,1,False,0.0001,0.05611967848879951,82.85714285714286
257,100,16,0.001,0.3,0.7,1,False,1e-05,0.04524333221571786,94.28571428571429
258,100,16,0.001,0.3,0.7,2,True,0.001,0.059290849311011175,85.71428571428571
259,100,16,0.001,0.3,0.7,2,True,0.0001,0.0737947627902031,91.42857142857143
260,100,16,0.001,0.3,0.7,2,True,1e-05,0.06808019088847296,91.42857142857143
261,100,16,0.001,0.3,0.7,2,False,0.001,0.07430564633437566,94.28571428571429
262,100,16,0.001,0.3,0.7,2,False,0.0001,0.07149884168590818,82.85714285714286
263,100,16,0.001,0.3,0.7,2,False,1e-05,0.04473818785377911,88.57142857142857
264,100,16,0.001,0.3,0.7,3,True,0.001,0.06734417336327689,91.42857142857143
265,100,16,0.001,0.3,0.7,3,True,0.0001,0.07012549191713333,97.14285714285714
266,100,16,0.001,0.3,0.7,3,True,1e-05,0.06515854958977019,97.14285714285714
267,100,16,0.001,0.3,0.7,3,False,0.001,0.09704297184944152,85.71428571428571
268,100,16,0.001,0.3,0.7,3,False,0.0001,0.05602310257298606,77.14285714285714
269,100,16,0.001,0.3,0.7,3,False,1e-05,0.05934857140694346,88.57142857142857
270,100,16,0.001,0.5,0.1,1,True,0.001,0.04772932242069926,85.71428571428571
271,100,16,0.001,0.5,0.1,1,True,0.0001,0.05040600406272071,94.28571428571429
272,100,16,0.001,0.5,0.1,1,True,1e-05,0.05525062211922237,88.57142857142857
273,100,16,0.001,0.5,0.1,1,False,0.001,0.09218634963035584,85.71428571428571
274,100,16,0.001,0.5,0.1,1,False,0.0001,0.037446105160883494,82.85714285714286
275,100,16,0.001,0.5,0.1,1,False,1e-05,0.03280895671674183,91.42857142857143
276,100,16,0.001,0.5,0.1,2,True,0.001,0.050247432504381455,91.42857142857143
277,100,16,0.001,0.5,0.1,2,True,0.0001,0.0431663768099887,91.42857142857143
278,100,16,0.001,0.5,0.1,2,True,1e-05,0.060527115847383225,91.42857142857143
279,100,16,0.001,0.5,0.1,2,False,0.001,0.0524822116962501,77.14285714285714
280,100,16,0.001,0.5,0.1,2,False,0.0001,0.047257099407059806,88.57142857142857
281,100,16,0.001,0.5,0.1,2,False,1e-05,0.0310917465282338,88.57142857142857
282,100,16,0.001,0.5,0.1,3,True,0.001,0.05064077462468829,82.85714285714286
283,100,16,0.001,0.5,0.1,3,True,0.0001,0.05018331919397626,97.14285714285714
284,100,16,0.001,0.5,0.1,3,True,1e-05,0.06386642626353672,82.85714285714286
285,100,16,0.001,0.5,0.1,3,False,0.001,0.07957797582660403,82.85714285714286
286,100,16,0.001,0.5,0.1,3,False,0.0001,0.041477170586585996,74.28571428571429
287,100,16,0.001,0.5,0.1,3,False,1e-05,0.03685621821454593,82.85714285714286
288,100,16,0.001,0.5,0.5,1,True,0.001,0.0645474516919681,88.57142857142857
289,100,16,0.001,0.5,0.5,1,True,0.0001,0.07715200781822204,82.85714285714286
290,100,16,0.001,0.5,0.5,1,True,1e-05,0.06734345214707511,88.57142857142857
291,100,16,0.001,0.5,0.5,1,False,0.001,0.06435394787362643,88.57142857142857
292,100,16,0.001,0.5,0.5,1,False,0.0001,0.04513003176876477,88.57142857142857
293,100,16,0.001,0.5,0.5,1,False,1e-05,0.04536681643554143,88.57142857142857
294,100,16,0.001,0.5,0.5,2,True,0.001,0.06525037395102637,94.28571428571429
295,100,16,0.001,0.5,0.5,2,True,0.0001,0.07123863707695688,88.57142857142857
296,100,16,0.001,0.5,0.5,2,True,1e-05,0.05255806456719126,88.57142857142857
297,100,16,0.001,0.5,0.5,2,False,0.001,0.09736011709485735,82.85714285714286
298,100,16,0.001,0.5,0.5,2,False,0.0001,0.04731373978512628,88.57142857142857
299,100,16,0.001,0.5,0.5,2,False,1e-05,0.04996795260480472,85.71428571428571
300,100,16,0.001,0.5,0.5,3,True,0.001,0.05826765660728727,80.0
301,100,16,0.001,0.5,0.5,3,True,0.0001,0.09197399531091963,91.42857142857143
302,100,16,0.001,0.5,0.5,3,True,1e-05,0.06770149724824089,97.14285714285714
303,100,16,0.001,0.5,0.5,3,False,0.001,0.10668418492589678,82.85714285714286
304,100,16,0.001,0.5,0.5,3,False,0.0001,0.05714333855680057,82.85714285714286
305,100,16,0.001,0.5,0.5,3,False,1e-05,0.051231530628034046,88.57142857142857
306,100,16,0.001,0.5,0.7,1,True,0.001,0.07767151636736734,80.0
307,100,16,0.001,0.5,0.7,1,True,0.0001,0.06010721325874328,91.42857142857143
308,100,16,0.001,0.5,0.7,1,True,1e-05,0.06436712252242224,80.0
309,100,16,0.001,0.5,0.7,1,False,0.001,0.05654579656464713,85.71428571428571
310,100,16,0.001,0.5,0.7,1,False,0.0001,0.044485244261366984,88.57142857142857
311,100,16,0.001,0.5,0.7,1,False,1e-05,0.044497886300086976,85.71428571428571
312,100,16,0.001,0.5,0.7,2,True,0.001,0.062479640117713384,88.57142857142857
313,100,16,0.001,0.5,0.7,2,True,0.0001,0.059817828025136674,91.42857142857143
314,100,16,0.001,0.5,0.7,2,True,1e-05,0.05799041305269514,80.0
